image,digital_annotation,handwritten_annotation,forged,forgery_annotations,filename,size,name,x,y,w,h,modified_area,entity,original_area
X51005365179.png,1,0,1,"{""filename"": ""X51005365179.png"", ""size"": 4018435, ""regions"": [{""shape_attributes"": {""name"": ""rect"", ""x"": 115, ""y"": 1149, ""width"": 14, ""height"": 20}, ""region_attributes"": {""Modified area"": {""None"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""yes""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 346, ""y"": 469, ""width"": 13, ""height"": 23}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Metadata"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 345, ""y"": 573, ""width"": 15, ""height"": 22}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Metadata"", ""Original area"": ""no""}}], ""file_attributes"": {""Software used"": ""gimp""}}",X51005365179.png,4018435,"['rect', 'rect', 'rect']","[115, 346, 345]","[1149, 469, 573]","[14, 13, 15]","[20, 23, 22]","[{'None': 'True'}, {'CPI': 'True'}, {'CPI': 'True'}]","['Total/payment', 'Metadata', 'Metadata']","['yes', 'no', 'no']"
X51005365187.png,1,0,0,0,,,[],[],[],[],[],[],[],[]
X51005433492.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005433494.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005433518.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005433522.png,0,1,1,"{""filename"": ""X51005433522.png"", ""size"": 1655625, ""regions"": [{""shape_attributes"": {""name"": ""rect"", ""x"": 596, ""y"": 671, ""width"": 11, ""height"": 33}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 606, ""y"": 670, ""width"": 4, ""height"": 13}, ""region_attributes"": {""Modified area"": {""None"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""yes""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 606, ""y"": 669, ""width"": 5, ""height"": 33}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 606, ""y"": 691, ""width"": 5, ""height"": 12}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 613, ""y"": 559, ""width"": 5, ""height"": 12}, ""region_attributes"": {""Modified area"": {""CPI"": ""False"", ""None"": ""True""}, ""Entity type"": ""Product"", ""Original area"": ""yes""}}], ""file_attributes"": {""Software used"": ""gimp""}}",X51005433522.png,1655625,"['rect', 'rect', 'rect', 'rect', 'rect']","[596, 606, 606, 606, 613]","[671, 670, 669, 691, 559]","[11, 4, 5, 5, 5]","[33, 13, 33, 12, 12]","[{'CPI': 'True'}, {'None': 'True'}, {'CPI': 'True'}, {'CPI': 'True'}, {'CPI': 'False', 'None': 'True'}]","['Total/payment', 'Total/payment', 'Total/payment', 'Total/payment', 'Product']","['no', 'yes', 'no', 'no', 'yes']"
X51005433541.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005433548.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005433553.png,0,1,1,"{""filename"": ""X51005433553.png"", ""size"": 207529, ""regions"": [{""shape_attributes"": {""name"": ""rect"", ""x"": 560, ""y"": 639, ""width"": 39, ""height"": 24}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Product"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 486, ""y"": 599, ""width"": 33, ""height"": 31}, ""region_attributes"": {""Modified area"": {""None"": ""True""}, ""Entity type"": ""Product"", ""Original area"": ""yes""}}], ""file_attributes"": {""Software used"": ""paint""}}",X51005433553.png,207529,"['rect', 'rect']","[560, 486]","[639, 599]","[39, 33]","[24, 31]","[{'CPI': 'True'}, {'None': 'True'}]","['Product', 'Product']","['no', 'yes']"
X51005441398.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005441402.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005441408.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005442322.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005442327.png,0,1,1,"{""filename"": ""X51005442327.png"", ""size"": 154340, ""regions"": [{""shape_attributes"": {""name"": ""rect"", ""x"": 435, ""y"": 360, ""width"": 8, ""height"": 14}, ""region_attributes"": {""Modified area"": {""CUT"": ""True"", ""CPI"": ""True""}, ""Entity type"": ""Metadata"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 364, ""y"": 397, ""width"": 9, ""height"": 15}, ""region_attributes"": {""Modified area"": {""None"": ""True""}, ""Entity type"": ""Company"", ""Original area"": ""yes""}}], ""file_attributes"": {""Software used"": ""paint""}}",X51005442327.png,154340,"['rect', 'rect']","[435, 364]","[360, 397]","[8, 9]","[14, 15]","[{'CUT': 'True', 'CPI': 'True'}, {'None': 'True'}]","['Metadata', 'Company']","['no', 'yes']"
X51005442333.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005442334.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005442338.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005442341.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005442343.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005442346.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005442375.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005442378.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005442379.png,0,1,1,"{""filename"": ""X51005442379.png"", ""size"": 1656701, ""regions"": [{""shape_attributes"": {""name"": ""rect"", ""x"": 531, ""y"": 337, ""width"": 10, ""height"": 13}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Metadata"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 550, ""y"": 338, ""width"": 7, ""height"": 12}, ""region_attributes"": {""Modified area"": {""None"": ""True""}, ""Entity type"": ""Metadata"", ""Original area"": ""yes""}}], ""file_attributes"": {""Software used"": ""gimp""}}",X51005442379.png,1656701,"['rect', 'rect']","[531, 550]","[337, 338]","[10, 7]","[13, 12]","[{'CPI': 'True'}, {'None': 'True'}]","['Metadata', 'Metadata']","['no', 'yes']"
X51005442383.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005442384.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005442388.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005442394.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005444033.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005444044.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005444045.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005447832.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005447833.png,0,0,1,"{""filename"": ""X51005447833.png"", ""size"": 376134, ""regions"": [{""shape_attributes"": {""name"": ""rect"", ""x"": 364, ""y"": 1003, ""width"": 46, ""height"": 36}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Other"", ""Original area"": ""no""}}], ""file_attributes"": {""Software used"": ""paint""}}",X51005447833.png,376134,['rect'],[364],[1003],[46],[36],[{'CPI': 'True'}],['Other'],['no']
X51005447840.png,0,0,1,"{""filename"": ""X51005447840.png"", ""size"": 743919, ""regions"": [{""shape_attributes"": {""name"": ""rect"", ""x"": 273, ""y"": 581, ""width"": 50, ""height"": 38}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Metadata"", ""Original area"": ""no""}}], ""file_attributes"": {""Software used"": ""paint""}}",X51005447840.png,743919,['rect'],[273],[581],[50],[38],[{'CPI': 'True'}],['Metadata'],['no']
X51005447850.png,0,0,1,"{""filename"": ""X51005447850.png"", ""size"": 581440, ""regions"": [{""shape_attributes"": {""name"": ""rect"", ""x"": 370, ""y"": 584, ""width"": 37, ""height"": 35}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Metadata"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 507, ""y"": 580, ""width"": 42, ""height"": 45}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Metadata"", ""Original area"": ""no""}}], ""file_attributes"": {""Software used"": ""paint""}}",X51005447850.png,581440,"['rect', 'rect']","[370, 507]","[584, 580]","[37, 42]","[35, 45]","[{'CPI': 'True'}, {'CPI': 'True'}]","['Metadata', 'Metadata']","['no', 'no']"
X51005447859.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005447861.png,0,0,1,"{""filename"": ""X51005447861.png"", ""size"": 1074330, ""regions"": [{""shape_attributes"": {""name"": ""rect"", ""x"": 429, ""y"": 881, ""width"": 54, ""height"": 35}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Other"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 427, ""y"": 826, ""width"": 52, ""height"": 39}, ""region_attributes"": {""Modified area"": {""None"": ""True""}, ""Entity type"": ""Other"", ""Original area"": ""yes""}}], ""file_attributes"": {""Software used"": ""paint""}}",X51005447861.png,1074330,"['rect', 'rect']","[429, 427]","[881, 826]","[54, 52]","[35, 39]","[{'CPI': 'True'}, {'None': 'True'}]","['Other', 'Other']","['no', 'yes']"
X51005453801.png,1,0,0,0,,,[],[],[],[],[],[],[],[]
X51005453802.png,1,1,0,0,,,[],[],[],[],[],[],[],[]
X51005453804.png,1,1,0,0,,,[],[],[],[],[],[],[],[]
X51005568827.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005568855.png,0,0,1,"{""filename"": ""X51005568855.png"", ""size"": 1435625, ""regions"": [{""shape_attributes"": {""name"": ""rect"", ""x"": 699, ""y"": 2596, ""width"": 24, ""height"": 38}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 784, ""y"": 2695, ""width"": 24, ""height"": 36}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 701, ""y"": 2549, ""width"": 20, ""height"": 35}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}], ""file_attributes"": {""Software used"": ""paint""}}",X51005568855.png,1435625,"['rect', 'rect', 'rect']","[699, 784, 701]","[2596, 2695, 2549]","[24, 24, 20]","[38, 36, 35]","[{'CPI': 'True'}, {'CPI': 'True'}, {'CPI': 'True'}]","['Total/payment', 'Total/payment', 'Total/payment']","['no', 'no', 'no']"
X51005568880.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005568881.png,0,0,1,"{""filename"": ""X51005568881.png"", ""size"": 781845, ""regions"": [{""shape_attributes"": {""name"": ""rect"", ""x"": 87, ""y"": 882, ""width"": 26, ""height"": 36}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Product"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 419, ""y"": 648, ""width"": 25, ""height"": 37}, ""region_attributes"": {""Modified area"": {""None"": ""True""}, ""Original area"": ""yes"", ""Entity type"": ""Metadata""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 131, ""y"": 926, ""width"": 23, ""height"": 28}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Product"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 247, ""y"": 975, ""width"": 22, ""height"": 28}, ""region_attributes"": {""Modified area"": {""None"": ""True""}, ""Original area"": ""yes"", ""Entity type"": ""Total/payment""}}], ""file_attributes"": {""Software used"": ""paint3d""}}",X51005568881.png,781845,"['rect', 'rect', 'rect', 'rect']","[87, 419, 131, 247]","[882, 648, 926, 975]","[26, 25, 23, 22]","[36, 37, 28, 28]","[{'CPI': 'True'}, {'None': 'True'}, {'CPI': 'True'}, {'None': 'True'}]","['Product', 'Metadata', 'Product', 'Total/payment']","['no', 'yes', 'no', 'yes']"
X51005568885.png,0,0,1,"{""filename"": ""X51005568885.png"", ""size"": 342313, ""regions"": [{""shape_attributes"": {""name"": ""rect"", ""x"": 769, ""y"": 1169, ""width"": 30, ""height"": 47}, ""region_attributes"": {""Modified area"": {""None"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""yes""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 695, ""y"": 1167, ""width"": 29, ""height"": 46}, ""region_attributes"": {""Modified area"": {""CUT"": ""True"", ""CPI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 667, ""y"": 1167, ""width"": 25, ""height"": 46}, ""region_attributes"": {""Modified area"": {""None"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""yes""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 695, ""y"": 1247, ""width"": 33, ""height"": 45}, ""region_attributes"": {""Modified area"": {""CUT"": ""True"", ""CPI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 691, ""y"": 1324, ""width"": 33, ""height"": 45}, ""region_attributes"": {""Modified area"": {""CUT"": ""True"", ""CPI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}], ""file_attributes"": {""Software used"": ""gimp""}}",X51005568885.png,342313,"['rect', 'rect', 'rect', 'rect', 'rect']","[769, 695, 667, 695, 691]","[1169, 1167, 1167, 1247, 1324]","[30, 29, 25, 33, 33]","[47, 46, 46, 45, 45]","[{'None': 'True'}, {'CUT': 'True', 'CPI': 'True'}, {'None': 'True'}, {'CUT': 'True', 'CPI': 'True'}, {'CUT': 'True', 'CPI': 'True'}]","['Total/payment', 'Total/payment', 'Total/payment', 'Total/payment', 'Total/payment']","['yes', 'no', 'yes', 'no', 'no']"
X51005568887.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005568889.png,0,0,1,"{""filename"": ""X51005568889.png"", ""size"": 559828, ""regions"": [{""shape_attributes"": {""name"": ""rect"", ""x"": 651, ""y"": 831, ""width"": 21, ""height"": 28}, ""region_attributes"": {""Modified area"": {""IMI"": ""True""}, ""Entity type"": ""Product"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 622, ""y"": 1096, ""width"": 30, ""height"": 34}, ""region_attributes"": {""Modified area"": {""IMI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 625, ""y"": 1158, ""width"": 29, ""height"": 40}, ""region_attributes"": {""Modified area"": {""IMI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 682, ""y"": 1344, ""width"": 29, ""height"": 36}, ""region_attributes"": {""Modified area"": {""IMI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 687, ""y"": 1401, ""width"": 28, ""height"": 32}, ""region_attributes"": {""Modified area"": {""IMI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 653, ""y"": 917, ""width"": 21, ""height"": 32}, ""region_attributes"": {""Modified area"": {""CPI"": ""False"", ""IMI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}], ""file_attributes"": {""Software used"": ""paint""}}",X51005568889.png,559828,"['rect', 'rect', 'rect', 'rect', 'rect', 'rect']","[651, 622, 625, 682, 687, 653]","[831, 1096, 1158, 1344, 1401, 917]","[21, 30, 29, 29, 28, 21]","[28, 34, 40, 36, 32, 32]","[{'IMI': 'True'}, {'IMI': 'True'}, {'IMI': 'True'}, {'IMI': 'True'}, {'IMI': 'True'}, {'CPI': 'False', 'IMI': 'True'}]","['Product', 'Total/payment', 'Total/payment', 'Total/payment', 'Total/payment', 'Total/payment']","['no', 'no', 'no', 'no', 'no', 'no']"
X51005568892.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005568894.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005568895.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005568898.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005568900.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005568913.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005587254.png,0,1,1,"{""filename"": ""X51005587254.png"", ""size"": 8726497, ""regions"": [{""shape_attributes"": {""name"": ""rect"", ""x"": 239, ""y"": 1395, ""width"": 265, ""height"": 277}, ""region_attributes"": {""Modified area"": {""PIX"": ""True""}, ""Entity type"": ""Other"", ""Original area"": ""no""}}], ""file_attributes"": {""Software used"": ""gimp""}}",X51005587254.png,8726497,['rect'],[239],[1395],[265],[277],[{'PIX': 'True'}],['Other'],['no']
X51005587261.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005605284.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
